N,P,K,temperature,humidity,ph,rainfall,label
12,17,31,31,51,4.588469121,105,mango
18,30,26,33,55,6.129613199,93,mango
7,15,35,30,51,4.773821333,115,mango
34,25,25,33,49,4.782484549,101,mango
40,24,28,35,45,4.661799421,106,mango
24,35,35,35,55,6.046505632,105,mango
12,39,35,32,48,5.999406576,93,mango
32,38,27,27,50,6.950205426,111,mango
25,22,32,27,51,4.940116852,97,mango
9,30,32,32,54,4.866552309,115,mango
24,39,34,31,48,6.014021006,105,mango
10,20,27,28,50,4.83868926,112,mango
23,21,29,32,48,6.935186409,119,mango
35,21,30,31,46,5.867020298,90,mango
33,36,29,28,51,5.052252858,90,mango
19,40,33,27,46,5.904878726,94,mango
26,39,34,35,55,5.763533253,98,mango
35,30,32,28,45,6.59915671,115,mango
32,32,28,28,52,6.444673717,98,mango
37,23,33,31,49,6.103599527,104,mango
31,26,29,27,55,6.804428099,102,mango
23,23,28,31,49,6.024909866,106,mango
9,15,35,27,54,6.715238377,101,mango
28,30,34,31,51,4.763439256,95,mango
19,32,35,35,46,6.937552253,106,mango
14,18,33,35,54,5.662007436,108,mango
21,39,32,31,51,6.813524328,99,mango
27,36,28,34,52,6.97765436,104,mango
26,24,32,28,53,4.995883199,104,mango
23,15,25,32,55,5.739875697,96,mango
32,18,33,35,46,6.395894097,97,mango
37,22,35,28,50,6.419612471,90,mango
36,15,35,28,54,5.545091801,101,mango
35,17,35,33,46,6.985939583,110,mango
31,39,26,29,53,5.648868404,93,mango
38,33,33,29,54,5.620865155,110,mango
22,16,27,29,49,6.976943827,103,mango
22,37,25,35,51,6.443779546,98,mango
14,31,29,34,47,6.59163284,118,mango
6,25,28,28,49,5.761711405,90,mango
33,27,30,33,55,6.344554626,95,mango
37,39,30,29,50,4.804008286,92,mango
10,25,25,27,52,5.489935049,118,mango
27,30,28,30,50,5.131955483,92,mango
32,31,33,34,53,5.360304639,95,mango
32,35,34,34,51,5.513302212,95,mango
30,29,28,32,50,5.633538176,109,mango
7,35,26,32,54,5.863833218,90,mango
14,17,26,28,47,4.782517482,118,mango
24,31,30,32,54,5.813408275,105,mango
34,24,34,28,47,6.686641438,94,mango
35,38,28,30,49,6.189050537,97,mango
12,29,31,35,51,5.274528451,98,mango
6,34,27,28,50,6.330611908,90,mango
16,24,32,28,54,6.490707859,101,mango
7,28,30,34,53,6.050800137,116,mango
14,22,32,32,50,6.288871907,97,mango
8,15,33,29,55,5.03258171,90,mango
39,40,26,34,50,5.380261094,99,mango
22,35,27,33,52,6.145533685,112,mango
13,19,31,33,52,5.785355339,108,mango
8,22,33,31,47,5.749968583,95,mango
23,39,27,29,50,5.810647846,102,mango
6,39,29,27,50,6.864929164,109,mango
31,17,33,29,52,5.935575902,96,mango
18,29,33,35,46,5.260606469,102,mango
13,20,27,31,53,6.556201561,90,mango
34,36,28,28,46,5.38091783,96,mango
21,33,30,30,51,6.724451426,107,mango
28,24,31,35,47,4.658892092,103,mango
15,36,26,29,45,5.213220846,117,mango
38,32,31,30,53,6.660871683,99,mango
16,22,35,28,46,5.251057476,100,mango
32,19,32,28,51,5.504977611,114,mango
38,18,35,28,54,4.632282928,101,mango
19,33,27,35,51,4.887409585,92,mango
31,40,28,32,47,6.493691546,105,mango
10,23,29,35,49,4.804119441,116,mango
14,20,32,32,46,5.310623919,117,mango
20,38,27,34,49,6.577363264,112,mango
23,30,32,28,50,6.071142739,113,mango
31,19,34,30,50,5.1809554,104,mango
14,25,27,34,48,6.629757407,103,mango
34,22,30,30,48,4.82627495,92,mango
25,18,28,33,49,6.770349278,94,mango
26,31,33,33,49,6.428235286,107,mango
6,27,26,28,55,5.470164112,112,mango
14,31,27,33,47,6.089618557,113,mango
17,38,30,32,55,4.80274219,114,mango
29,19,35,27,46,5.367341502,114,mango
21,16,29,30,47,4.520813443,117,mango
9,16,34,34,47,5.705617058,120,mango
24,31,26,33,54,4.950300928,98,mango
11,15,35,34,46,5.814899138,92,mango
11,28,28,27,52,6.349577149,114,mango
17,16,34,34,50,5.434635778,114,mango
18,23,35,30,46,4.813627873,94,mango
39,17,35,28,49,6.68144279,98,mango
21,18,27,30,52,5.70831349,104,mango
16,37,28,32,46,4.721433033,113,mango
22,21,25,31,53,5.587016096,115,mango
35,33,26,27,46,5.379572535,107,mango
8,37,30,33,49,5.888454895,107,mango
26,22,35,27,50,4.866204751,115,mango
34,24,32,31,55,4.789703414,115,mango
39,33,29,32,50,5.797757496,92,mango
13,37,31,33,45,4.628987402,101,mango
25,37,25,30,48,5.852271297,91,mango
37,38,27,32,46,5.402773279,111,mango
35,24,32,28,47,6.231374788,107,mango
19,18,30,32,49,6.364637206,97,mango
7,16,28,28,50,4.975941506,119,mango
34,28,30,32,47,5.038259281,117,mango
19,23,25,27,47,6.540525789,99,mango
25,26,32,30,53,4.738783012,116,mango
28,36,30,29,46,5.933507386,117,mango
29,39,27,28,47,6.044259392,120,mango
23,39,26,27,54,4.748038727,110,mango
27,18,31,31,48,6.424177374,101,mango
36,17,27,29,45,5.391222363,95,mango
15,39,32,27,55,6.282476579,92,mango
14,16,26,34,48,5.417845501,101,mango
31,29,25,27,47,6.25905352,105,mango
28,32,31,29,48,6.953944181,117,mango
22,32,25,31,51,6.704880011,107,mango
15,33,32,27,50,6.507942713,95,mango
12,25,33,34,50,5.370399998,100,mango
33,31,29,27,47,4.504983279,101,mango
36,18,25,28,55,5.495076471,104,mango
26,32,33,27,53,5.893583708,113,mango
19,20,29,30,51,6.52039192,115,mango
40,15,26,33,52,6.353596216,105,mango
5,23,31,29,54,5.920880479,96,mango
24,22,25,27,47,6.735458465,94,mango
37,25,34,34,51,6.188797832,104,mango
35,28,31,33,46,6.179196063,98,mango
21,23,28,32,51,4.730244308,91,mango
36,33,35,27,50,5.127379614,100,mango
40,18,29,29,50,6.597589496,90,mango
7,20,27,29,45,4.535109191,114,mango
7,22,26,34,50,4.757694859,102,mango
18,36,29,32,47,5.002857375,98,mango
18,25,33,35,52,6.795128651,117,mango
30,40,35,31,54,5.476492921,98,mango
39,40,34,33,53,5.845778924,118,mango
32,16,34,31,46,6.247851958,106,mango
106,82,46,27,80,5.631227113,103,banana
80,86,54,29,77,5.902306135,97,banana
94,81,51,25,76,5.584361805,97,banana
84,77,46,25,76,5.842511821,118,banana
83,84,50,29,80,5.52102396,90,banana
89,81,48,28,80,5.993086672,100,banana
100,91,54,30,79,5.51259644,103,banana
97,81,53,27,79,5.519289881,93,banana
95,81,48,26,77,5.853946345,113,banana
84,92,55,25,75,5.755970623,93,banana
90,84,49,27,80,5.672291525,115,banana
120,88,48,25,75,5.903110426,113,banana
104,89,52,25,76,5.794200133,104,banana
110,73,46,28,75,5.500015852,108,banana
101,73,53,30,78,5.68809006,101,banana
116,93,53,30,79,5.661976913,102,banana
86,71,46,25,79,5.988073064,92,banana
114,71,53,28,80,5.541285427,115,banana
111,95,48,28,77,5.547752719,94,banana
87,70,46,28,75,5.510135843,101,banana
97,71,49,27,75,5.518077454,111,banana
91,85,45,29,79,5.969781981,101,banana
97,87,46,28,75,5.85548555,96,banana
83,75,53,26,75,5.9375771,120,banana
97,74,51,26,78,5.733633539,120,banana
80,72,53,30,76,5.8252754,115,banana
83,86,51,28,78,5.854989477,107,banana
104,85,46,26,76,5.674962024,110,banana
94,92,51,25,76,5.895570525,90,banana
120,88,49,26,78,5.56721423,118,banana
105,88,45,28,76,5.937362791,115,banana
99,92,46,30,77,5.614988125,93,banana
108,92,50,30,79,5.509250163,106,banana
112,74,53,25,76,5.844471599,116,banana
86,70,47,29,77,5.885905369,108,banana
89,94,45,25,80,5.773175267,113,banana
80,84,54,29,78,5.621700884,115,banana
107,79,47,26,78,5.58771019,103,banana
110,90,45,27,78,5.700077863,99,banana
95,79,51,28,78,5.785111374,92,banana
104,94,51,26,75,5.788893378,109,banana
97,72,47,27,80,5.566492311,94,banana
98,73,53,29,75,5.681980104,96,banana
81,95,55,26,76,5.894615832,103,banana
104,74,45,27,78,5.606318446,92,banana
104,82,45,30,78,5.857518419,94,banana
108,70,54,26,77,5.668487109,115,banana
91,74,55,25,79,5.983571145,110,banana
86,79,50,29,79,5.933017924,106,banana
81,90,50,29,76,5.993408182,119,banana
98,93,53,29,76,5.862630699,97,banana
84,72,48,29,75,5.685986471,94,banana
112,73,49,26,80,5.795433548,118,banana
105,73,48,29,80,5.678611125,113,banana
109,75,47,27,76,5.595261644,115,banana
99,76,55,29,77,5.667278079,120,banana
104,70,46,28,75,5.90105987,108,banana
112,72,54,25,78,5.673647386,97,banana
96,77,48,26,77,5.846427622,96,banana
103,80,49,30,76,5.958042159,116,banana
106,81,52,28,75,5.566291272,119,banana
106,77,52,25,80,5.663518626,94,banana
82,70,55,29,76,5.708482224,90,banana
118,82,45,26,76,5.66018457,119,banana
104,91,49,25,78,5.935006803,90,banana
116,71,50,27,79,5.826088086,113,banana
101,83,50,30,79,5.575000672,110,banana
117,95,49,26,79,5.92418275,118,banana
94,70,50,30,76,5.857917809,94,banana
105,82,45,27,78,5.85131471,116,banana
110,84,55,27,80,5.534872528,95,banana
99,84,53,30,75,5.983116849,99,banana
107,83,45,27,79,5.534637875,106,banana
106,89,46,27,76,5.696477629,114,banana
97,73,53,26,77,5.846848987,112,banana
86,89,48,28,79,5.667346687,94,banana
108,74,48,27,79,5.780235317,101,banana
90,77,47,26,78,5.838792217,109,banana
82,88,54,30,77,5.62424399,105,banana
107,75,52,25,80,5.772223566,91,banana
115,86,53,28,79,5.63905886,108,banana
106,71,54,28,76,5.851625179,118,banana
97,94,49,29,78,5.978464106,120,banana
89,85,50,29,79,5.925945741,117,banana
114,85,53,30,76,5.562827663,90,banana
112,82,47,26,78,5.831229584,115,banana
117,76,52,28,80,5.599359925,107,banana
102,71,48,28,77,5.916802218,107,banana
112,77,49,27,75,5.935944266,101,banana
108,88,48,26,75,5.51030547,110,banana
101,72,46,30,78,5.551190818,116,banana
105,76,53,27,79,5.7885466,96,banana
103,82,47,26,78,5.622557153,106,banana
115,89,54,25,75,5.995340321,96,banana
98,87,45,25,76,5.819164079,90,banana
107,92,45,30,76,5.924483066,106,banana
99,78,50,29,79,5.794462272,104,banana
107,94,47,29,78,5.932605865,112,banana
84,94,46,29,77,5.837723226,106,banana
98,86,46,26,80,5.887913632,103,banana
117,86,48,27,77,5.710052814,107,banana
100,72,50,25,75,5.889306082,91,banana
90,75,51,27,76,5.83671878,115,banana
107,86,51,28,77,5.678271999,118,banana
105,81,49,29,77,5.702987562,118,banana
107,95,51,25,78,5.756121997,110,banana
118,76,54,28,79,5.596917757,119,banana
119,83,49,27,78,5.614534106,116,banana
100,92,55,28,79,5.983467397,101,banana
100,91,50,26,76,5.601462765,106,banana
106,72,51,29,78,5.5822678,106,banana
108,86,53,30,76,5.615570332,106,banana
107,73,50,28,76,5.605780034,113,banana
99,71,49,25,75,5.643666975,112,banana
110,86,54,26,78,5.776024754,97,banana
81,85,48,25,77,5.787436082,101,banana
84,92,46,27,75,5.999330513,92,banana
120,95,55,30,78,5.801134798,116,banana
117,94,53,26,78,5.569240991,117,banana
105,79,47,29,77,5.61475904,109,banana
110,95,49,26,80,5.973110874,100,banana
91,80,50,27,77,5.574398637,106,banana
85,88,48,26,79,5.722441538,92,banana
88,70,53,27,78,5.787873001,118,banana
90,87,51,28,76,5.989147822,95,banana
118,74,48,25,78,5.647066807,116,banana
82,93,46,28,79,5.595220788,114,banana
120,81,51,30,80,5.88941237,119,banana
90,85,55,29,75,5.687214294,120,banana
114,73,54,29,77,5.747359996,105,banana
103,90,49,27,78,5.772279898,120,banana
91,91,49,28,79,5.899055589,91,banana
80,93,45,26,76,5.55501654,102,banana
95,81,48,29,78,5.73955115,104,banana
109,88,54,29,78,5.875615778,92,banana
99,92,48,26,75,5.727849743,110,banana
112,86,48,29,79,5.994747511,110,banana
98,83,52,29,76,5.870468008,110,banana
115,86,53,30,78,5.913113842,120,banana
96,84,50,30,80,5.648929922,107,banana
111,94,51,26,80,5.902121136,112,banana
112,83,54,25,75,5.813348297,116,banana
94,91,50,26,80,5.720770881,90,banana
108,85,47,29,75,5.543807572,91,banana
95,84,50,30,79,5.895588823,100,banana
119,93,46,25,79,5.915109754,113,banana
111,83,46,29,79,5.830631058,90,banana
90,79,55,27,75,5.992632995,113,banana
84,79,52,26,79,5.707263771,120,banana
93,73,54,25,75,5.601399033,91,banana
112,72,47,29,77,5.538839737,93,banana
87,74,45,29,79,5.783339698,97,banana
120,75,46,27,75,5.693220247,98,banana
111,85,53,27,79,5.561099173,105,banana
82,71,46,27,79,5.554901188,118,banana
94,94,48,27,75,5.802301778,113,banana
120,84,53,27,80,5.753221508,93,banana
84,94,53,25,77,5.532538702,110,banana
86,75,55,28,78,5.973234299,114,banana
99,76,50,25,77,5.798875546,117,banana
109,80,49,25,75,5.779037715,111,banana
103,70,55,30,80,5.779475217,93,banana
100,77,51,27,79,5.96938663,111,banana
106,82,50,27,80,5.947330203,106,banana
113,70,45,27,78,5.664385799,119,banana
113,92,53,25,78,5.95630539,91,banana
81,80,51,25,76,5.939081264,120,banana
104,70,53,27,75,5.944685138,91,banana
98,89,54,25,76,5.622882218,96,banana
111,83,48,30,76,5.801728711,98,banana
94,88,53,29,77,5.542272366,101,banana
118,80,54,26,75,5.882423424,92,banana
118,79,54,27,79,5.520701849,107,banana
94,80,54,27,78,5.772566157,115,banana
114,91,55,27,75,5.739967971,116,banana
83,88,52,27,77,5.91643728,90,banana
99,73,45,29,76,5.828842583,101,banana
114,83,55,29,80,5.70702435,103,banana
103,72,49,29,76,5.88374685,111,banana
108,92,49,29,79,5.950099814,96,banana
95,84,51,30,76,5.969479375,91,banana
117,92,48,30,79,5.844108665,118,banana
85,84,48,27,78,5.854505956,115,banana
91,83,52,30,75,5.819327142,97,banana
100,75,46,29,78,5.90278627,94,banana
96,91,55,29,76,5.553354507,106,banana
120,83,52,30,80,5.981274954,104,banana
105,77,45,25,78,5.600218356,90,banana
92,94,45,29,76,5.925913477,117,banana
88,90,51,29,77,5.672474036,94,banana
110,72,53,25,75,5.634683472,100,banana
114,79,49,29,80,5.778021033,91,banana
94,82,49,30,76,5.727805312,108,banana
113,84,54,30,78,5.817679264,101,banana
98,70,49,27,77,5.799587024,91,banana
99,91,51,25,80,5.9388978,90,banana
90,84,53,26,80,5.545501015,104,banana
94,78,52,28,77,5.623082814,101,banana
110,87,45,29,78,5.836164814,108,banana
109,71,51,29,75,5.525400556,116,banana
90,77,49,29,75,5.873205394,96,banana
101,87,49,26,75,5.65742936,98,banana
80,81,45,28,79,5.62377281,112,banana
99,85,50,26,75,5.724142904,105,banana
103,75,47,30,80,5.848732415,100,banana
102,85,51,28,80,5.550662621,106,banana
117,77,45,29,77,5.956029769,105,banana
102,78,52,30,79,5.887726482,112,banana
90,81,48,25,76,5.926459673,109,banana
88,71,52,28,75,5.905776648,104,banana
112,92,47,26,75,5.674360771,93,banana
83,71,52,28,75,5.736373345,111,banana
102,74,50,30,79,5.5014341,100,banana
81,81,52,26,79,5.835141443,108,banana
109,76,53,27,78,5.858608379,107,banana
109,81,55,28,80,5.6716084,98,banana
110,95,52,29,76,5.695473619,101,banana
102,93,54,29,79,5.796515322,111,banana
97,78,49,28,76,5.655503602,90,banana
100,91,54,28,77,5.799453147,92,banana
85,87,47,26,77,5.577643233,115,banana
89,90,54,25,78,5.729005481,109,banana
90,70,54,29,75,5.52516857,116,banana
81,79,46,28,78,5.731149653,110,banana
110,87,47,25,75,5.927427031,107,banana
81,77,54,25,77,5.943932422,92,banana
97,92,46,29,75,5.894358105,93,banana
103,89,46,27,80,5.91807823,98,banana
113,72,46,25,78,5.855726822,113,banana
99,84,51,28,79,5.702617749,99,banana
95,93,53,25,78,5.926104225,116,banana
107,86,50,29,80,5.663803363,92,banana
93,91,45,25,76,5.809530558,96,banana
107,74,48,26,75,5.981134729,96,banana
99,74,55,25,79,5.612594107,106,banana
92,76,46,29,80,5.70338463,102,banana
108,94,55,28,77,5.858395468,101,banana
91,86,54,29,80,5.616774103,114,banana
114,93,53,28,75,5.904771147,119,banana
87,74,46,27,79,5.605940487,93,banana
103,82,50,28,77,5.766724545,98,banana
87,95,53,27,75,5.71842878,99,banana
114,85,53,29,76,5.851863906,108,banana
86,87,47,27,80,5.518913077,118,banana
86,79,53,30,80,5.788457852,118,banana
112,84,49,26,78,5.564032886,106,banana
118,74,49,30,77,5.59254626,117,banana
119,79,45,26,75,5.654107283,111,banana
109,71,46,25,78,5.687370051,115,banana
95,76,50,30,78,5.55931527,100,banana
112,94,46,28,77,5.701720184,90,banana
120,83,48,26,80,5.738903122,113,banana
99,71,47,26,77,5.86205193,117,banana
118,81,55,28,78,5.601225607,107,banana
117,91,48,28,79,5.696322303,98,banana
103,80,53,27,79,5.739666861,95,banana
114,88,52,26,80,5.831954701,106,banana
114,76,50,27,79,5.82839737,99,banana
96,84,53,30,80,5.717859647,103,banana
84,88,45,30,78,5.5689259,100,banana
84,91,46,30,79,5.732445118,100,banana
90,93,46,29,77,5.976451762,102,banana
95,86,53,28,76,5.981594259,108,banana
119,85,45,27,80,5.883987221,92,banana
93,76,55,29,80,5.750728864,116,banana
98,70,48,25,75,5.982692378,108,banana
81,91,46,25,75,5.946538566,97,banana
85,78,48,29,77,5.986710588,117,banana
81,85,51,26,77,5.694178589,101,banana
113,95,53,28,78,5.945698189,105,banana
112,84,46,30,76,5.808901119,110,banana
94,93,49,29,75,5.8999087,98,banana
97,73,51,29,80,5.755624813,119,banana
111,92,55,27,79,5.56066454,94,banana
103,73,50,25,80,5.580052769,103,banana
99,91,47,26,78,5.623050074,120,banana
116,75,50,28,79,5.801567762,120,banana
98,91,53,25,75,5.93693975,108,banana
96,70,50,27,79,5.854549593,96,banana
103,92,54,27,76,5.508224004,95,banana
118,80,53,26,80,5.661517306,93,banana
106,85,55,27,76,5.670033026,106,banana
98,71,49,30,80,5.866160816,111,banana
111,95,47,27,79,5.528973344,113,banana
97,95,54,27,78,5.842533965,105,banana
112,76,55,26,77,5.868031258,102,banana
103,83,54,28,79,5.680281076,104,banana
106,93,51,28,76,5.942075959,104,banana
111,78,51,26,77,5.767009168,106,banana
87,81,55,28,80,5.732479585,120,banana
90,90,53,28,80,5.557375465,112,banana
117,72,51,29,78,5.950823952,115,banana
108,91,52,25,75,5.572989304,101,banana
98,92,50,26,76,5.965027292,91,banana
83,85,53,27,75,5.544666253,113,banana
117,80,55,27,80,5.798788714,92,banana
92,83,54,30,76,5.758385451,91,banana
96,78,49,25,78,5.558493389,94,banana
108,83,53,25,76,5.671588736,90,banana
101,80,48,25,78,5.737781782,104,banana
91,74,46,29,77,5.699198834,105,banana
104,94,55,27,78,5.948991324,94,banana
92,81,51,30,79,5.86668429,109,banana
110,70,50,29,77,5.819472807,110,banana
96,82,48,28,79,5.993417474,114,banana
83,94,46,29,75,5.65260775,92,banana
102,89,53,29,79,5.7866146,116,banana
97,72,55,30,75,5.986443495,106,banana
89,91,55,26,77,5.671354355,116,banana
97,74,48,25,79,5.522552289,115,banana
117,91,45,25,77,5.679495542,93,banana
110,74,50,27,78,5.925184506,101,banana
99,83,51,30,79,5.930213747,116,banana
88,84,51,28,79,5.749419998,99,banana
96,81,49,29,78,5.758748809,95,banana
104,95,54,30,79,5.518504571,109,banana
99,74,53,29,75,5.733084513,90,banana
89,71,45,29,80,5.713655315,90,banana
105,72,52,25,79,5.790076994,101,banana
119,90,53,26,78,5.776316679,112,banana
114,79,49,26,78,5.962638116,90,banana
102,76,48,28,78,5.856787699,94,banana
106,94,55,28,78,5.807881061,111,banana
116,87,50,28,78,5.703180105,101,banana
103,70,50,27,76,5.578046339,98,banana
97,83,55,26,80,5.814234378,112,banana
81,86,53,28,79,5.906339557,99,banana
102,73,52,27,78,5.522415182,109,banana
105,71,51,27,80,5.830829555,105,banana
88,81,50,29,77,5.772759696,110,banana
120,82,45,27,79,5.536543636,97,banana
82,82,52,29,79,5.812161041,112,banana
96,75,47,27,80,5.708709818,104,banana
89,76,46,26,79,5.680153946,105,banana
98,90,52,25,79,5.596910093,94,banana
114,70,51,30,77,5.720281629,99,banana
119,92,45,25,78,5.605903996,110,banana
104,70,47,29,76,5.643844306,97,banana
102,72,45,29,79,5.995406882,112,banana
115,88,47,29,76,5.516958375,116,banana
117,77,54,25,75,5.953613346,103,banana
112,80,49,29,78,5.620932993,120,banana
93,72,51,28,77,5.798262632,115,banana
91,73,50,25,79,5.948587193,108,banana
97,92,50,29,80,5.68598388,111,banana
110,83,46,28,79,5.987477067,95,banana
119,71,49,29,78,5.968315223,91,banana
102,92,47,25,79,5.82050945,94,banana
95,76,53,28,77,5.935190438,99,banana
119,78,55,28,75,5.713254395,104,banana
105,94,53,26,78,5.564256356,93,banana
96,77,52,29,75,5.697080829,105,banana
92,86,52,29,76,5.669492722,100,banana
85,82,45,29,75,5.66530657,101,banana
90,89,48,27,77,5.574910013,104,banana
107,92,46,29,79,5.71762443,90,banana
96,70,47,27,80,5.930805446,101,banana
97,80,55,27,80,5.602912107,90,banana
113,77,54,28,78,5.901411883,119,banana
120,95,50,26,79,5.69387046,98,banana
120,85,54,25,76,5.963064958,95,banana
104,95,52,29,75,5.96669418,90,banana
102,93,49,30,75,5.526145672,102,banana
111,89,53,26,76,5.529248066,119,banana
110,70,52,25,77,5.80914379,100,banana
86,94,55,28,79,5.870683006,96,banana
92,93,54,28,80,5.840958451,92,banana
100,76,47,26,76,5.751161594,99,banana
89,83,52,25,77,5.991670647,99,banana
117,83,50,28,75,5.621781114,94,banana
81,72,53,27,78,5.506620422,115,banana
102,79,47,26,80,5.847589874,114,banana
96,82,46,27,76,5.701231703,105,banana
101,94,47,25,78,5.972224416,107,banana
82,75,49,27,79,5.866889343,92,banana
83,71,46,27,76,5.748743947,95,banana
114,75,55,29,78,5.757467891,103,banana
111,73,55,28,75,5.870780575,102,banana
92,88,50,29,77,5.960853572,96,banana
110,89,50,27,78,5.563607212,117,banana
80,73,48,29,79,5.954119352,105,banana
103,77,55,27,75,5.572462643,98,banana
99,82,48,27,76,5.788311741,105,banana
110,72,54,25,75,5.620761995,103,banana
91,82,54,27,77,5.687104509,99,banana
86,89,47,28,75,5.994091159,98,banana
92,90,54,28,77,5.724554436,104,banana
115,82,48,26,79,5.7446763,112,banana
115,77,49,25,77,5.866864991,106,banana
106,95,55,26,80,5.541980054,119,banana
110,75,53,27,75,5.638042389,101,banana
107,93,53,27,75,5.737235381,107,banana
96,86,46,28,75,5.785913023,98,banana
81,75,45,26,75,5.97263426,102,banana
111,92,51,30,80,5.69339538,92,banana
118,80,48,25,80,5.516369653,106,banana
114,89,50,28,76,5.693304199,103,banana
103,71,55,30,77,5.735494849,113,banana
86,80,47,28,78,5.820467944,116,banana
82,70,49,28,75,5.827245768,91,banana
81,86,54,28,77,5.893895471,112,banana
102,82,51,25,76,5.982662703,98,banana
108,74,52,28,77,5.523882271,100,banana
92,75,51,26,78,5.887526657,102,banana
105,71,53,26,78,5.604837863,112,banana
87,75,49,25,77,5.620323553,98,banana
106,70,46,30,79,5.754809783,120,banana
81,79,46,30,79,5.613708211,110,banana
107,73,45,26,79,5.782075046,100,banana
104,81,50,28,78,5.958081088,111,banana
110,90,52,26,77,5.873947407,101,banana
80,94,48,28,75,5.847608235,119,banana
80,90,45,29,79,5.671278417,117,banana
100,85,46,25,78,5.640962564,94,banana
105,89,47,25,77,5.974278256,90,banana
111,81,54,28,76,5.993670994,93,banana
97,84,49,26,75,5.881366182,112,banana
93,70,45,29,80,5.885776692,115,banana
100,86,54,30,77,5.951232078,116,banana
116,74,51,29,78,5.909178649,102,banana
112,77,52,30,78,5.768755939,110,banana
93,93,46,28,75,5.994568383,94,banana
98,77,47,30,76,5.534160955,97,banana
113,79,55,25,80,5.712072576,91,banana
88,83,47,27,75,5.700475817,94,banana
120,72,45,27,78,5.655036204,111,banana
109,95,51,28,77,5.968062727,102,banana
88,86,48,27,75,5.626389839,108,banana
92,71,46,28,80,5.886910782,107,banana
98,87,49,25,77,5.919628106,97,banana
97,73,51,28,75,5.627495691,112,banana
116,82,55,28,77,5.780287046,103,banana
92,94,49,26,80,5.854493199,101,banana
83,76,46,26,80,5.802547359,105,banana
82,83,47,25,77,5.816917435,117,banana
101,87,49,29,76,5.937176521,113,banana
102,87,52,28,79,5.589453829,95,banana
83,75,55,25,77,5.936925467,115,banana
113,88,52,27,79,5.566387399,113,banana
86,78,47,30,80,5.962926329,110,banana
101,95,53,28,80,5.552007277,104,banana
113,79,53,30,78,5.599249082,96,banana
102,92,45,29,78,5.749852601,112,banana
94,95,47,26,79,5.518384808,111,banana
85,90,48,29,75,5.577727194,111,banana
86,88,53,26,76,5.533943091,117,banana
109,88,54,27,79,5.870636413,93,banana
92,92,46,25,79,5.58440815,115,banana
85,75,52,30,79,5.85885342,108,banana
110,71,55,28,79,5.623003589,99,banana
91,85,54,29,78,5.685725158,102,banana
83,82,53,26,75,5.634333803,94,banana
110,95,53,30,79,5.780890124,99,banana
100,83,49,30,75,5.616947832,120,banana
119,94,47,28,80,5.782259159,96,banana
83,70,45,27,80,5.949479388,120,banana
88,91,55,28,78,5.928034497,115,banana
92,80,49,27,80,5.634713794,107,banana
93,86,46,27,78,5.97647514,118,banana
119,91,50,28,76,5.763210039,99,banana
102,83,50,25,79,5.989733621,116,banana
119,81,54,28,79,5.778964601,120,banana
114,93,55,25,78,5.583377884,90,banana
98,79,51,27,78,5.631175336,91,banana
105,80,51,30,80,5.518251187,95,banana
95,86,51,28,76,5.512088895,100,banana
103,79,50,27,80,5.654962347,113,banana
87,94,48,30,79,5.959466611,94,banana
100,75,48,25,75,5.604323785,111,banana
87,82,52,25,80,5.870023909,103,banana
97,92,54,28,75,5.582625215,104,banana
112,81,52,29,79,5.820194612,117,banana
112,83,45,27,77,5.582087735,109,banana
114,71,46,29,78,5.631317185,100,banana
104,91,48,27,76,5.979724275,115,banana
99,89,51,27,76,5.809364538,115,banana
115,84,46,26,77,5.795307054,92,banana
96,83,45,27,77,5.512823371,108,banana
84,74,55,30,75,5.585976492,120,banana
90,77,50,30,76,5.987315284,116,banana
86,89,54,30,76,5.882237362,110,banana
89,71,50,26,75,5.755806409,107,banana
101,89,49,25,77,5.884243149,100,banana
111,94,55,29,75,5.500624656,114,banana
89,82,48,25,80,5.631849559,103,banana
85,70,53,29,78,5.729732204,107,banana
88,76,55,28,80,5.615838565,99,banana
97,71,53,25,80,5.743924554,99,banana
89,89,45,25,75,5.836640021,105,banana
85,94,54,26,75,5.962547607,108,banana
96,93,47,30,80,5.692411268,91,banana
87,90,52,29,75,5.879755997,90,banana
88,72,53,25,77,5.656865746,93,banana
88,94,55,26,79,5.899965371,100,banana
115,70,50,29,79,5.531612003,91,banana
118,84,52,26,76,5.861616992,103,banana
86,92,49,25,79,5.929450335,94,banana
115,73,47,29,76,5.835122474,104,banana
89,91,54,30,77,5.55107163,105,banana
93,93,51,30,78,5.679094027,108,banana
14,122,205,18,84,6.33890602,69,grapes
37,134,201,26,85,5.929562825,70,grapes
21,121,201,28,82,5.607458885,65,grapes
35,135,199,15,85,6.014401776,70,grapes
36,127,203,35,80,5.956852173,67,grapes
34,142,195,8,84,6.441669031,65,grapes
12,136,197,24,82,6.3504079,68,grapes
10,134,200,15,84,6.324768545,75,grapes
31,143,201,37,80,5.86032685,72,grapes
29,138,203,28,83,6.319853809,65,grapes
34,121,201,40,85,5.587806122,74,grapes
12,142,203,40,84,6.383483959,70,grapes
26,131,199,10,81,5.922124707,70,grapes
25,125,205,14,82,6.237357217,73,grapes
39,144,202,39,83,6.440432954,74,grapes
18,121,201,32,83,6.271918123,73,grapes
23,134,196,25,82,6.494302213,71,grapes
22,129,202,36,80,6.306988479,66,grapes
